activity_month,account_id,brand_id,reg_date,ftd_date,qp_date,ben_login_id,tracker_id,player_reg_product,total_deposit,total_handle,total_ngr,months_active
2024-01-01,185659811,IN,2023-12-02,2023-12-02,2023-12-02,BCUSA22N,7106929,BETTING,40.0,35.0,27.12,1
2024-01-01,186884308,MA,2024-01-11,2024-01-13,2024-01-13,actionnetwork,7103554,BETTING,10.0,186.5,-429.92,0
2024-01-01,186092266,MI,2023-12-16,2023-12-16,2023-12-16,starsportsmx,7106939,BETTING,0.0,0.0,-8.93,1
2024-01-01,150763625,VA,2022-03-06,2022-03-06,2023-09-18,actionnetwork,7045445,BETTING,30.0,30.0,11.84,22
2024-01-01,166067350,CO,2022-09-25,2023-01-28,2023-01-28,starsportsmx,7077217,BETTING,155.0,155.0,89.39,12
2024-01-01,186481002,NY,2023-12-30,2023-12-30,2023-12-30,actionnetwork,7039239,BETTING,20.0,20.0,7.36,1
2024-01-01,161770367,OH,2023-01-20,2023-01-20,2023-01-21,starsportsmx,7077216,BETTING,0.0,5.0,4.0,12
2024-01-01,162421963,MD,2022-11-21,2023-04-15,2023-04-15,actionnetwork,7074086,BETTING,20.0,20.0,14.56,9
2024-01-01,163873710,IS,2023-08-21,2023-08-22,2023-12-26,starsportsmx,7080640,BETTING,0.0,25.0,18.75,5
2024-01-01,166836554,MA,2023-03-09,2023-03-09,2023-03-10,actionnetwork,7039239,BETTING,0.0,12.0,8.4,10
2024-01-01,167892601,MA,2023-03-09,2023-03-09,2023-03-10,starsportsmx,7077218,BETTING,10.0,0.0,-0.22,10
2024-01-01,167534613,MI,2022-05-30,2022-09-02,2022-09-02,BCUSA22L,7037834,CASINO,25.0,43.39,-1.09,16
2024-01-01,168304131,AZ,2023-09-06,2023-09-07,2023-09-07,BCUSA22NP,7106978,BETTING,0.0,0.5,0.4,4
2024-01-01,159515005,MA,2023-05-17,2023-05-17,2023-05-17,actionnetwork,7090700,BETTING,20.0,31.5,8.35,8
2024-01-01,187325139,LA,2024-01-19,2024-01-19,2024-01-19,BCUSA22NP,7096196,BETTING,10.0,207.11,82.08,0
2024-01-01,157348769,IS,2023-01-25,2023-01-25,2023-01-26,BCUSA22N,7088371,BETTING,0.0,2.0,1.5,12
2024-01-01,166292693,IS,2022-10-20,2022-10-20,2022-10-20,starsportsmx,7080479,BETTING,0.0,2.0,1.5,15
2024-01-01,180140375,MI,2023-10-18,2023-10-18,2023-10-18,starsportsmx,7094910,CASINO,200.0,717.1,6.58,3
2024-01-01,185891794,TN,2023-12-09,2023-12-09,2023-12-10,starsportsmx,7077212,BETTING,75.0,75.0,-58.58,1
2024-01-01,186513341,MD,2023-12-31,2024-01-14,2024-01-14,starsportsmx,7080480,BETTING,10.0,10.0,7.28,0
2024-01-01,161498147,KS,2022-08-31,2022-08-31,2022-09-08,BCUSA22N,7086829,BETTING,0.0,100.0,80.0,17
2024-01-01,158420656,MA,2023-03-09,2023-04-27,2023-04-27,starsportsmx,7080479,BETTING,50.0,50.0,-26.09,9
2024-01-01,167468913,IA,2022-10-17,2022-11-14,2022-11-06,BCUSA22NP,7085648,BETTING,0.0,0.0,0.0,14
2024-01-01,155388750,OH,2022-12-05,2023-01-03,2023-01-08,actionnetwork,7039239,BETTING,10.0,71.87,7.78,12
2024-01-01,151751600,CA,2022-05-24,2022-10-18,2022-12-18,starsportsmx,7081610,BETTING,0.0,1.49,-0.23,15
2024-01-01,185576573,NY,2023-11-30,2023-12-01,2023-12-01,BCUSA22N,7103518,BETTING,1525.0,1688.0,314.79,1
2024-01-01,154395003,VA,2022-10-18,2023-07-08,2022-10-18,starsportsmx,7080479,BETTING,50.0,35.0,25.15,6
2024-01-01,186790610,OH,2024-01-09,2024-01-09,2024-01-09,starsportsmx,7080480,BETTING,10.0,163.0,130.18,0
2024-01-01,186055943,PA,2023-12-15,2023-12-16,2023-12-16,BCUSA22NP,7106979,BETTING,329.96,1883.9,92.83,1
2024-01-01,156576516,MD,2023-01-07,2023-01-07,2023-01-07,BCUSA22L,7037834,BETTING,100.0,163.0,35.05,12
2024-01-01,154583376,OH,2022-11-04,2023-09-29,2023-09-30,starsportsmx,7080479,BETTING,0.0,24.0,19.2,4
2024-01-01,188121673,NV,2024-01-27,2024-01-27,2024-01-27,starsportsmx,7077212,BETTING,50.0,64.93,34.88,0
2024-01-01,184511615,MD,2023-11-12,2023-11-12,2023-11-12,BCUSA22NP,7106983,BETTING,530.0,2542.33,1439.99,2
2024-01-01,186385646,VA,2023-12-27,2023-12-27,2024-01-01,actionnetwork,7103466,BETTING,0.0,4599.15,1207.5,1
2024-01-01,186187521,NO,2023-12-20,2023-12-20,2023-12-20,starsportsmx,7107995,CASINO,0.0,0.0,0.0,1
2024-01-01,166132571,AZ,2022-09-29,2022-09-29,2022-09-29,BCUSA22NP,7088377,BETTING,35.0,185.0,24.43,16
2024-01-01,186787071,IS,2024-01-09,2024-01-09,2024-01-09,actionnetwork,7111975,BETTING,10.0,168.0,125.78,0
2024-01-01,162598276,PA,2023-02-08,2023-02-08,2023-02-08,starsportsmx,7097323,CASINO,0.0,0.0,0.0,11
2024-01-01,176273140,IA,2023-10-09,2023-10-09,2023-10-09,actionnetwork,7106987,BETTING,0.0,2.0,1.66,3
2024-01-01,187211172,OH,2024-01-16,2024-01-16,2024-01-16,actionnetwork,7103466,BETTING,10.0,168.0,134.18,0
2024-01-01,161475517,OH,2023-01-09,2023-01-09,2023-01-22,actionnetwork,7088940,BETTING,25.0,35.0,2.45,12
2024-01-01,158696060,MA,2023-03-20,2023-08-16,2023-08-16,actionnetwork,7033906,BETTING,0.0,164.26,50.1,5
2024-01-01,160425093,OH,2022-12-30,2022-12-30,2023-01-01,BCUSA22N,7091628,BETTING,0.0,155.0,-5.03,13
2024-01-01,185244023,MD,2023-11-22,2023-11-22,2023-11-23,BCUSA22N,7106931,BETTING,0.0,10.0,7.5,2
2024-01-01,153428870,KS,2022-09-01,2022-09-07,2022-09-08,BCUSA22N,7086818,BETTING,0.0,2.0,1.6,16
2024-01-01,163876057,PA,2023-08-21,2023-08-21,2023-08-22,actionnetwork,7083318,BETTING,180.0,286.15,-111.27,5
2024-01-01,161875522,MI,2022-09-15,2022-09-15,2022-09-15,BCUSA22N,7086400,BETTING,10.0,63.85,8.03,16
2024-01-01,170656221,NY,2023-09-20,2023-09-20,2023-09-21,BCUSA22NP,7072277,BETTING,492.0,998.0,-180.3,4
2024-01-01,188052407,LA,2024-01-25,2024-01-25,2024-01-27,starsportsmx,7106938,BETTING,10.0,168.0,-38.38,0
2024-01-01,162635589,PA,2023-02-11,2023-02-11,2023-02-11,starsportsmx,7088051,BETTING,810.0,5433.0,-174.68,11
2024-01-01,152815912,MI,2022-07-06,2022-09-28,2022-09-28,BCUSA22L,7037834,BETTING,0.0,0.2,0.12,16
2024-01-01,185397556,CO,2023-11-25,2023-11-25,2023-11-25,BCUSA22NP,7106979,BETTING,100.0,255.0,86.16,2
2024-01-01,166723777,IS,2022-11-19,2022-11-19,2022-12-03,actionnetwork,7075925,BETTING,50.0,100.0,23.9,14
2024-01-01,154220926,TN,2022-10-03,2023-01-28,2023-01-28,starsportsmx,7077216,BETTING,0.0,25.0,17.5,12
2024-01-01,187030985,NY,2024-01-13,2024-01-13,2024-01-14,BCUSA22N,7089238,BETTING,10.0,10.0,3.68,0
2024-01-01,162854658,KS,2023-02-10,2023-02-10,2023-03-25,BCUSA22N,7086400,BETTING,0.0,23.0,2.63,11
2024-01-01,155047704,MD,2022-11-24,2022-11-24,2022-11-24,BCUSA22L,7037834,BETTING,0.0,350.0,262.5,14
2024-01-01,167861928,AZ,2023-05-13,2023-05-13,2023-05-13,starsportsmx,7077213,BETTING,10.0,0.0,-0.22,8
2024-01-01,168308155,IA,2023-09-06,2023-09-06,2023-09-10,actionnetwork,7106987,BETTING,35.0,44.5,26.26,4
2024-01-01,184976170,IA,2023-11-18,2023-11-18,2023-11-18,starsportsmx,7106940,BETTING,0.0,10.0,8.32,2
2024-01-01,163365188,PA,2022-11-19,2022-11-19,2022-11-19,BCUSA22N,7086400,BETTING,10.0,10.0,5.18,14
2024-01-01,187261771,OH,2024-01-17,2024-01-17,2024-01-17,actionnetwork,7089725,BETTING,10.0,174.4,55.78,0
2024-01-01,167216311,TN,2023-02-11,2023-02-11,2023-02-11,BCUSA22N,7097436,BETTING,0.0,2.0,1.4,11
2024-01-01,166406149,IS,2023-02-12,2023-02-12,2023-02-12,BCUSA22N,7097428,BETTING,0.0,9.0,0.0,11
2024-01-01,160737546,VA,2022-07-19,2022-10-05,2022-10-06,actionnetwork,7083318,BETTING,450.0,2805.42,160.77,15
2024-01-01,187451178,NY,2024-01-21,2024-01-22,2024-01-22,starsportsmx,7080480,BETTING,10.0,10.0,3.68,0
2024-01-01,187211535,GM,2024-01-16,2024-01-16,2024-01-16,BCUSA22N,7103518,BETTING,877.0,3892.0,513.06,0
2024-01-01,186545134,OH,2024-01-01,2024-01-01,2024-01-01,BCUSA22NP,7106979,BETTING,11.0,22.0,17.35,0
2024-01-01,159566631,MI,2023-05-21,2023-05-21,2023-05-21,BCUSA22NP,7072277,BETTING,264.21,1852.35,61.33,8
2024-01-01,188259208,MA,2024-01-29,2024-01-29,2024-01-29,BCUSA22NP,7096196,BETTING,10.0,201.25,117.38,0
2024-01-01,186295528,MA,2023-12-24,2023-12-24,2023-12-24,BCUSA22NP,7109270,BETTING,2375.0,4007.93,955.74,1
2024-01-01,185248988,PA,2023-11-22,2023-11-22,2023-11-22,BCUSA22N,7109667,BETTING,185.0,4684.57,-241.75,2
2024-01-01,187613662,PA,2024-01-24,2024-01-24,2024-01-24,actionnetwork,7083318,CASINO,10.0,389.03,36.08,0
2024-01-01,185932297,IN,2023-12-10,2023-12-10,2023-12-12,BCUSA22NP,7106979,BETTING,10.0,10.0,2.32,1
2024-01-01,186160337,MD,2023-12-19,2023-12-19,2023-12-19,actionnetwork,7103558,BETTING,25.0,25.0,18.2,1
2024-01-01,166304781,AZ,2023-03-16,2023-03-16,2023-03-20,actionnetwork,7098737,BETTING,0.0,30.0,-56.0,10
2024-01-01,187537587,VA,2024-01-22,2024-01-22,2024-01-22,BCUSA22N,7103451,BETTING,10.0,171.39,125.78,0
2024-01-01,154100370,PA,2022-09-23,2022-09-23,2022-09-23,BCUSA22N,7088371,CASINO,0.0,0.0,0.0,16
2024-01-01,161847225,OH,2022-12-25,2022-12-25,2023-01-08,BCUSA22N,7089238,BETTING,0.0,35.73,28.58,13
2024-01-01,167265861,TN,2023-03-02,2023-03-02,2023-06-12,starsportsmx,7077218,BETTING,0.0,2.0,1.4,10
2024-01-01,188164026,MD,2024-01-28,2024-01-28,2024-01-28,BCUSA22N,7089238,BETTING,100.0,258.0,116.3,0
2024-01-01,188277362,IN,2024-01-29,2024-01-29,2024-01-29,actionnetwork,7103554,BETTING,20.0,193.0,56.8,0
2024-01-01,166406326,OH,2022-12-07,2023-09-12,2023-09-12,actionnetwork,7039239,BETTING,0.0,1019.0,-43.24,4
2024-01-01,155985921,PA,2023-01-01,2023-01-01,2023-01-01,BCUSA22N,7094157,CASINO,0.0,0.0,0.0,12
2024-01-01,163995184,MD,2023-08-27,2024-01-14,2024-01-14,actionnetwork,7103467,BETTING,150.0,229.5,160.2,0
2024-01-01,162501080,KS,2022-08-21,2022-09-02,2022-09-03,actionnetwork,7039239,BETTING,0.0,13.26,4.15,16
2024-01-01,161535148,OH,2022-12-31,2023-01-01,2023-01-01,actionnetwork,7039239,BETTING,0.0,2.0,1.6,12
2024-01-01,154145435,IS,2022-09-26,2022-09-26,2022-09-26,actionnetwork,7074086,BETTING,0.0,27.0,20.25,16
2024-01-01,163891089,NY,2023-08-22,2023-08-22,2023-08-22,actionnetwork,7083318,BETTING,10.0,5.0,1.73,5
2024-01-01,158701783,PA,2023-03-20,2023-06-25,2023-03-20,actionnetwork,7099870,BETTING,0.0,290.0,88.86,7
2024-01-01,154697985,MD,2022-11-11,2022-11-27,2022-11-27,BCUSA22NP,7085648,BETTING,125.0,127.0,92.5,14
2024-01-01,187379236,IN,2024-01-20,2024-01-20,2024-01-20,BCUSA22NP,7096195,BETTING,30.0,188.0,149.74,0
2024-01-01,186167844,MD,2023-12-19,2024-01-21,2024-01-21,BCUSA22N,7106930,BETTING,0.0,29.0,7.42,0
2024-01-01,187394732,MI,2024-01-20,2024-01-20,2024-01-20,starsportsmx,7105707,BETTING,10.0,168.0,-15.69,0
2024-01-01,186733195,CO,2024-01-07,2024-01-07,2024-01-15,actionnetwork,7106987,BETTING,100.0,400.0,-80.04,0
2024-01-01,154373240,MI,2022-10-16,2022-10-16,2022-10-16,BCUSA22N,7086400,BETTING,0.0,30.0,23.8,15
2024-01-01,161858588,NY,2022-05-20,2023-11-26,2023-11-26,actionnetwork,7039239,BETTING,1356.0,3876.66,145.35,2
2024-01-01,154972038,MD,2022-11-22,2022-11-22,2022-11-23,BCUSA22NP,7085648,BETTING,0.0,267.08,156.57,14
2024-01-01,185513375,IS,2023-11-28,2023-11-28,2023-12-10,starsportsmx,7080482,BETTING,0.0,235.0,66.42,2
2024-01-01,154813615,MD,2022-11-16,2022-11-16,2022-11-22,BCUSA22L,7037834,BETTING,200.0,9304.72,65.47,14
2024-01-01,187487865,IN,2024-01-21,2024-01-21,2024-01-21,actionnetwork,7039239,BETTING,10.0,168.0,134.18,0
2024-01-01,188314968,IS,2024-01-30,2024-01-30,2024-01-30,actionnetwork,7083318,BETTING,10.0,168.0,125.78,0
2024-01-01,186015980,OH,2023-12-14,2023-12-15,2023-12-16,actionnetwork,7103466,BETTING,0.0,70.0,56.0,1
2024-01-01,186868187,IS,2024-01-11,2024-01-11,2024-01-11,actionnetwork,7083318,BETTING,10.0,168.0,112.92,0
2024-01-01,159409341,OH,2023-05-08,2023-07-26,2023-07-26,BCUSA22NP,7094122,BETTING,100.0,102.0,79.4,6
2024-01-01,187012325,VA,2024-01-13,2024-01-13,2024-01-13,BCUSA22N,7103518,BETTING,150.0,265.0,43.0,0
2024-01-01,188129144,IS,2024-01-27,2024-01-27,2024-01-27,BCUSA22N,7086400,BETTING,10.0,168.0,125.78,0
2024-01-01,166182401,IS,2023-01-01,2023-01-01,2023-01-01,actionnetwork,7088876,BETTING,0.0,250.93,-28.65,12
2024-01-01,185525129,MA,2023-11-28,2023-11-28,2023-11-28,BCUSA22N,7109667,BETTING,10.0,40.46,3.24,2
2024-01-01,162568998,VA,2022-09-15,2022-09-15,2022-09-15,actionnetwork,7085836,BETTING,64.0,107.5,11.09,16
2024-01-01,188277369,MA,2024-01-29,2024-01-29,2024-01-29,BCUSA22NP,7103550,BETTING,10.0,220.5,82.38,0
2024-01-01,187525250,IS,2024-01-22,2024-01-22,2024-01-22,BCUSA22NP,7096195,BETTING,10.0,168.0,125.78,0
2024-01-01,163474658,OH,2022-12-31,2023-01-31,2023-01-31,BCUSA22N,7090903,BETTING,0.0,320.04,-85.37,12
2024-01-01,160847603,PA,2023-03-05,2023-03-06,2023-03-06,starsportsmx,7097323,CASINO,0.0,0.0,0.0,10
2024-01-01,188338301,OH,2024-01-31,2024-01-31,2024-02-05,BCUSA22N,7086400,BETTING,10.0,67.0,-8.16,0
2024-01-01,154771821,MD,2022-11-15,2022-11-15,2022-11-23,actionnetwork,7039239,BETTING,0.0,9.0,6.75,14
2024-01-01,161777245,NY,2022-12-05,2022-12-05,2022-12-05,starsportsmx,7080479,BETTING,17500.0,19822.8,-412.67,13
2024-01-01,157157995,KS,2023-01-22,2023-01-22,2023-01-22,actionnetwork,7088876,BETTING,239.0,1586.52,-249.65,12
2024-01-01,155102704,MD,2022-11-25,2022-11-25,2022-11-26,starsportsmx,7080479,BETTING,0.0,2.0,1.5,14
2024-01-01,171102659,PA,2023-09-23,2023-09-23,2023-09-23,BCUSA22NP,7096195,BETTING,0.0,170.0,91.8,4
2024-01-01,188108905,MI,2024-01-27,2024-01-27,2024-01-27,actionnetwork,7089725,BETTING,25.0,163.0,15.7,0
2024-01-01,155969407,OH,2022-12-31,2022-12-31,2023-01-08,actionnetwork,7039239,BETTING,0.0,42.72,6.22,13
2024-01-01,163219990,OH,2023-01-28,2023-01-28,2023-01-29,actionnetwork,7039239,BETTING,0.0,7.61,6.08,12
2024-01-01,160450574,LA,2022-12-30,2023-01-02,2023-01-15,actionnetwork,7074086,BETTING,0.0,528.37,-29.66,12
2024-01-01,179587654,IA,2023-10-16,2023-10-16,2023-10-17,actionnetwork,7106988,BETTING,30.0,296.36,-68.34,3
2024-01-01,158486750,MA,2023-03-11,2023-03-12,2023-03-12,BCUSA22N,7086400,BETTING,0.0,2.0,1.4,10
2024-01-01,158364710,MA,2023-03-07,2023-03-07,2023-03-10,actionnetwork,7083318,BETTING,10.0,22.0,5.18,10
2024-01-01,177302675,KY,2023-10-11,2023-10-14,2023-10-19,actionnetwork,7103466,BETTING,4000.0,19567.3,1753.96,3
2024-01-01,167781346,MA,2023-03-26,2023-03-26,2023-03-26,actionnetwork,7034205,BETTING,430.0,493.95,306.53,10
2024-01-01,162466826,NY,2022-12-16,2022-12-16,2022-12-18,BCUSA22NP,7085648,BETTING,0.0,85.75,-8.19,13
2024-01-01,168270264,PA,2023-09-05,2023-09-05,2023-10-24,BCUSA22NP,7072277,BETTING,0.0,32.5,5.4,4
2024-01-01,166393248,NY,2023-04-28,2023-05-01,2023-05-03,actionnetwork,7091547,BETTING,0.0,40.0,-15.02,8
2024-01-01,188114008,VA,2024-01-27,2024-01-27,2024-01-27,BCUSA22N,7103518,BETTING,10.0,7.0,3.03,0
2024-01-01,155952965,PA,2022-12-31,2022-12-31,2023-01-01,BCUSA22N,7093688,BETTING,838.0,904.0,408.57,13
2024-01-01,185962795,CA,2023-12-12,2023-12-12,2023-12-13,BCUSA22N,7103518,CASINO,261.31,4655.21,182.92,1
2024-01-01,188301150,MA,2024-01-30,2024-01-30,2024-01-30,BCUSA22NP,7103546,BETTING,10.0,55.0,-108.79,0
2024-01-01,162544194,MI,2023-03-02,2023-03-02,2023-03-02,starsportsmx,7077217,BETTING,0.0,0.0,0.0,10
2024-01-01,155515850,OH,2022-12-11,2022-12-16,2023-01-01,actionnetwork,7039239,BETTING,0.0,23.03,0.0,13
2024-01-01,186827255,IS,2024-01-10,2024-01-10,2024-01-10,actionnetwork,7083318,BETTING,10.0,168.0,-325.22,0
2024-01-01,186829237,KY,2024-01-10,2024-01-10,2024-01-10,starsportsmx,7106653,BETTING,200.0,2949.04,-55.68,0
2024-01-01,170729534,AZ,2023-09-21,2023-09-21,2023-11-13,actionnetwork,7106987,BETTING,120.0,196.76,-145.07,4
2024-01-01,181869544,PA,2023-10-26,2023-10-26,2023-10-26,starsportsmx,7077221,CASINO,20.0,29.36,10.62,3
2024-01-01,180590615,PA,2023-10-20,2023-10-20,2023-10-21,BCUSA22N,7103518,BETTING,320.0,1142.5,168.96,3
2024-01-01,158207438,MI,2023-02-25,2023-02-26,2023-02-26,BCUSA22N,7090656,CASINO,25.0,45.0,-51.54,11
2024-01-01,162090107,NY,2022-06-14,2022-11-03,2022-11-03,actionnetwork,7074015,BETTING,40.0,32.0,7.51,14
2024-01-01,155822345,MI,2022-12-23,2022-12-23,2023-01-17,starsportsmx,7080485,CASINO,360.0,7260.07,242.17,13
2024-01-01,160445787,MD,2022-11-21,2022-11-21,2022-11-24,actionnetwork,7039239,BETTING,0.0,2.0,1.5,14
2024-01-01,154708805,OH,2022-11-11,2023-07-29,2023-01-01,starsportsmx,7091854,BETTING,0.0,2.0,1.6,6
2024-01-01,157942532,NY,2023-02-12,2023-02-12,2023-02-16,BCUSA22N,7087250,BETTING,0.0,4.5,0.54,11
2024-01-01,160404407,PA,2022-06-16,2023-10-31,2023-11-02,actionnetwork,7074015,BETTING,0.0,0.0,0.03,3
2024-01-01,157933911,CO,2023-02-12,2023-02-12,2023-11-20,starsportsmx,7077216,BETTING,0.0,60.0,6.72,11
2024-01-01,163584807,MI,2023-08-05,2023-08-05,2023-08-09,actionnetwork,7089724,BETTING,630.0,1347.66,-372.63,5
2024-01-01,162055074,MI,2022-10-29,2022-10-29,2022-10-29,starsportsmx,7073444,CASINO,50.0,100.61,29.94,15
2024-01-01,186926897,IN,2024-01-12,2024-01-12,2024-01-12,BCUSA22NP,7103546,BETTING,15.0,5.0,0.67,0
2024-01-01,186819662,WV,2024-01-10,2024-01-10,2024-01-10,BCUSA22N,7106929,BETTING,11.0,169.0,118.05,0
2024-01-01,181413593,MI,2023-10-23,2023-10-23,2023-10-23,BCUSA22N,7103451,BETTING,20.0,80.12,12.91,3
2024-01-01,159506601,MI,2023-05-17,2023-05-22,2023-05-23,BCUSA22N,7090393,BETTING,0.0,2.0,1.58,8
2024-01-01,156909695,NY,2023-01-14,2023-01-14,2023-01-14,BCUSA22N,7086400,BETTING,0.0,130.0,-100.06,12
2024-01-01,185222231,KY,2023-11-22,2024-01-24,2024-01-24,starsportsmx,7077216,BETTING,10.0,20.0,14.93,0
2024-01-01,156023319,OH,2023-01-01,2023-01-01,2023-01-04,starsportsmx,7080479,BETTING,75.0,185.0,111.82,12
2024-01-01,187060116,IS,2024-01-14,2024-01-14,2024-01-14,actionnetwork,7103466,BETTING,10.0,549.48,7.28,0
2024-01-01,154046838,IS,2022-09-18,2022-09-18,2022-09-18,actionnetwork,7085871,BETTING,0.0,2.0,1.5,16
2024-01-01,160375887,MD,2022-12-29,2022-12-29,2022-12-29,actionnetwork,7085871,BETTING,10.0,12.0,8.78,13
2024-01-01,187511785,OH,2024-01-21,2024-01-21,2024-01-23,BCUSA22NP,7096195,BETTING,20.0,396.0,9.45,0
2024-01-01,167565028,KS,2022-10-25,2022-10-25,2022-10-26,actionnetwork,7090700,BETTING,0.0,15.0,11.5,15
2024-01-01,154576405,OH,2022-11-03,2022-12-31,2023-01-01,actionnetwork,7039239,BETTING,0.0,1540.0,210.03,13
2024-01-01,186311587,CO,2023-12-24,2023-12-24,2023-12-29,BCUSA22N,7109667,BETTING,0.0,20.0,8.32,1
2024-01-01,185848919,OH,2023-12-09,2023-12-09,2023-12-10,starsportsmx,7077218,BETTING,10.0,5.0,3.78,1
2024-01-01,187008977,KY,2024-01-13,2024-01-13,2024-01-13,starsportsmx,7077218,BETTING,10.0,194.0,87.37,0
2024-01-01,166160582,MA,2023-04-11,2023-04-11,2023-04-12,BCUSA22N,7086400,BETTING,0.0,2.0,1.4,9
2024-01-01,185546116,IA,2023-11-29,2023-11-29,2023-12-02,BCUSA22N,7103518,BETTING,100.0,1049.5,559.85,2
2024-01-01,188141057,AZ,2024-01-27,2024-01-27,2024-01-27,starsportsmx,7080479,BETTING,10.0,180.0,58.99,0
2024-01-01,185751523,LA,2023-12-05,2023-12-06,2023-12-06,actionnetwork,7090895,BETTING,0.0,10.0,7.5,1
2024-01-01,188078889,MI,2024-01-26,2024-01-26,2024-01-27,BCUSA22NP,7096196,BETTING,10.0,182.75,131.08,0
2024-01-01,167321056,AZ,2023-05-07,2023-05-07,2023-05-10,actionnetwork,7034205,BETTING,0.0,4.0,3.2,8
2024-01-01,186264897,AZ,2023-12-23,2023-12-23,2023-12-23,actionnetwork,7106987,BETTING,0.0,200.0,-145.45,1
2024-01-01,158568341,MA,2023-03-15,2023-03-15,2023-03-15,actionnetwork,7090703,BETTING,10.0,22.0,-10.22,10
2024-01-01,186693824,NY,2024-01-06,2024-01-06,2024-01-06,BCUSA22NP,7103544,BETTING,70.0,648.75,26.05,0
2024-01-01,161219054,NO,2023-07-14,2023-08-10,2023-08-10,BCUSA22N,7086406,CASINO,3745.0,17615.3,871.57,5
2024-01-01,185175404,AZ,2023-11-21,2023-11-21,2023-11-21,BCUSA22NP,7106981,BETTING,100.0,110.0,85.8,2
2024-01-01,167532496,MD,2022-11-20,2022-11-20,2022-11-21,actionnetwork,7083318,BETTING,0.0,785.0,91.56,14
2024-01-01,188141133,MI,2024-01-27,2024-01-27,2024-01-28,starsportsmx,7105710,BETTING,10.0,168.0,133.08,0
2024-01-01,158496973,MA,2023-03-12,2023-04-11,2023-04-11,actionnetwork,7089725,BETTING,0.0,289.02,29.92,9
2024-01-01,186962743,OH,2024-01-13,2024-01-13,2024-01-13,starsportsmx,7105706,BETTING,10.0,187.75,125.54,0
2024-01-01,151117564,WV,2022-04-06,2023-11-22,2023-11-22,BCUSA22L,7037834,CASINO,40.0,530.18,18.79,2
2024-01-01,185644885,KS,2023-12-02,2023-12-02,2023-12-02,BCUSA22NP,7106981,BETTING,195.0,455.0,-570.94,1
2024-01-01,187069848,IS,2024-01-14,2024-01-14,2024-01-14,BCUSA22NP,7096196,BETTING,10.0,168.0,125.78,0
2024-01-01,157771353,PA,2023-02-08,2023-02-08,2023-02-08,BCUSA22N,7086864,CASINO,0.0,0.0,0.0,11
2024-01-01,187450068,OH,2024-01-21,2024-01-21,2024-01-21,starsportsmx,7105706,BETTING,10.0,168.0,134.18,0
2024-01-01,163279995,OH,2022-12-31,2023-01-09,2023-01-11,starsportsmx,7080479,BETTING,0.0,124.0,-84.36,12
2024-01-01,155142349,VA,2022-11-27,2022-11-27,2022-11-27,BCUSA22NP,7072277,BETTING,50.0,67.0,26.92,14
2024-01-01,164125041,GM,2022-12-03,2022-12-03,2022-12-03,starsportsmx,7077216,BETTING,120.0,131.0,98.01,13
2024-01-01,185594475,OH,2023-11-30,2023-11-30,2023-11-30,BCUSA22N,7106929,BETTING,0.0,840.0,72.8,2
2024-01-01,160800989,OH,2022-12-18,2023-08-19,2023-08-20,starsportsmx,7077214,BETTING,0.0,366.76,8.56,5
2024-01-01,168147721,TN,2023-09-03,2023-09-03,2023-09-04,actionnetwork,7083318,BETTING,0.0,5.0,3.5,4
2024-01-01,163574144,NY,2023-08-05,2023-08-05,2023-08-30,actionnetwork,7083318,BETTING,150.0,278.13,-69.5,5
2024-01-01,187323930,AZ,2024-01-19,2024-01-19,2024-01-19,BCUSA22NP,7096195,BETTING,10.0,168.0,134.18,0
2024-01-01,155163919,MD,2022-11-27,2022-11-27,2022-11-27,starsportsmx,7080479,BETTING,0.0,2.0,1.5,14
2024-01-01,187079916,PA,2024-01-14,2024-01-14,2024-01-14,actionnetwork,7103554,CASINO,100.0,75.0,26.25,0
2024-01-01,186578183,GM,2024-01-02,2024-01-02,2024-01-02,BCUSA22NP,7106979,BETTING,10.0,428.5,-8.31,0
2024-01-01,188183038,AZ,2024-01-28,2024-01-28,2024-02-07,starsportsmx,7077219,BETTING,10.0,5.0,-3.86,0
2024-01-01,154470526,IS,2022-10-25,2022-10-25,2022-10-25,BCUSA22N,7088371,BETTING,0.0,2.0,-109.85,15
2024-01-01,188192528,MD,2024-01-28,2024-01-28,2024-01-28,BCUSA22N,7086400,BETTING,25.0,180.0,27.55,0
2024-01-01,188040501,GM,2024-01-25,2024-01-25,2024-01-25,actionnetwork,7083318,BETTING,20.0,206.0,37.22,0
2024-01-01,166283945,MA,2023-03-10,2023-03-10,2023-03-12,actionnetwork,7083318,BETTING,0.0,50.0,-25.9,10
2024-01-01,163909664,PA,2023-08-23,2023-08-23,2023-08-23,BCUSA22N,7086400,BETTING,336.0,783.26,-49.43,5
2024-01-01,168093354,IN,2023-09-01,2023-09-01,2023-09-01,BCUSA22NP,7072277,BETTING,0.0,5.0,4.0,4
2024-01-01,187112741,KY,2024-01-14,2024-01-14,2024-01-14,actionnetwork,7089725,BETTING,10.0,163.0,-18.77,0
2024-01-01,186554718,NO,2024-01-01,2024-01-01,2024-01-01,BCUSA22NP,7104854,CASINO,1000.0,1850.0,-1084.5,0
2024-01-01,186847195,MD,2024-01-10,2024-01-10,2024-01-11,actionnetwork,7103554,BETTING,10.0,180.0,-195.67,0
